Make,Model,Engine_HP,Engine_Size_L,Cylinders,Transmission,Fuel_Type,Driven_Wheels,Number_of_Doors,Vehicle_Size,Vehicle_Style,Fuel_Consumption_Comb_L_100km,MSRP
NISSAN,ALTIMA HYBRID,184.7,3,4,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,6.9,26743.3
NISSAN,ARMADA,338.9,4.4,8,AUTOMATIC,X,four wheel drive,4,Large,4dr SUV,18.4,48204
NISSAN,AXXESS,138,2,4,AUTOMATIC,X,four wheel drive,3,Compact,Passenger Minivan,13.4,2000
NISSAN,CUBE,122,2,4,AUTOMATIC,X,front wheel drive,4,Compact,Wagon,9,17500
NISSAN,FRONTIER,243.8,3.1,5.7,AUTOMATIC,X,rear wheel drive,4,Compact,Crew Cab Pickup,12.1,27461.7
NISSAN,GT-R,561.2,3.8,6,AUTOMATED_MANUAL,Z,all wheel drive,2,Midsize,Coupe,12.7,119030
NISSAN,JUKE,193,1.6,4,AUTOMATIC,Z,all wheel drive,4,Compact,4dr Hatchback,8,25124.7
NISSAN,MAXIMA,298.3,3.5,6,AUTOMATIC,Z,front wheel drive,4,Midsize,Sedan,9.9,35799.2
NISSAN,MURANO,258.6,3.5,5.7,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,9.9,36381.4
NISSAN,MURANO CROSSCABRIOLET,265,3,6,AUTOMATIC,Z,all wheel drive,2,Midsize,Convertible SUV,13.8,43691.7
NISSAN,NV200,131,2,4,AUTOMATIC,X,front wheel drive,4,Compact,Cargo Minivan,9.8,21436.7
NISSAN,NX,125,2,4,MANUAL,X,front wheel drive,2,Compact,2dr Hatchback,10.6,2000
NISSAN,PATHFINDER,266.9,3.5,6,AUTOMATIC,X,four wheel drive,4,Large,4dr SUV,10.3,35520
NISSAN,PULSAR,90,2,4,MANUAL,X,front wheel drive,2,Compact,Coupe,10.2,2000
NISSAN,QUEST,260,3.5,6,AUTOMATIC,X,front wheel drive,4,Compact,Passenger Minivan,10.8,33443.3
NISSAN,ROGUE,170,2.5,4,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,8.2,26121
NISSAN,ROGUE SELECT,170,3,4,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,10.5,20825
NISSAN,SENTRA,134.8,1.8,4,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,7.6,19146.8
NISSAN,STANZA,138,2,4,MANUAL,X,front wheel drive,4,Compact,Sedan,12.4,2000
NISSAN,TITAN,335.8,5.6,8,AUTOMATIC,X,four wheel drive,4,Large,Crew Cab Pickup,14.3,37958
NISSAN,TRUCK,137.3,2,4.3,MANUAL,X,rear wheel drive,2,Compact,Extended Cab Pickup,13.8,2390.1
NISSAN,VAN,106,2,4,AUTOMATIC,X,rear wheel drive,3,Compact,Passenger Minivan,15.2,2000
NISSAN,VERSA,109,1.6,4,AUTOMATIC,X,front wheel drive,4,Compact,Sedan,7.3,14660.6
NISSAN,VERSA NOTE,109,2,4,AUTOMATIC,X,front wheel drive,4,Compact,4dr Hatchback,7.7,16834.4
NISSAN,XTERRA,261,3,6,AUTOMATIC,X,four wheel drive,4,Midsize,4dr SUV,15.2,26980.5
OLDSMOBILE,ACHIEVA,150,3,4.4,MANUAL,X,front wheel drive,3.2,Midsize,Sedan,12.3,2000
OLDSMOBILE,ALERO,155,3,5,AUTOMATIC,X,front wheel drive,3,Midsize,Coupe,12.1,20626.2
OLDSMOBILE,AURORA,236,4.4,7.2,AUTOMATIC,Z,front wheel drive,4,Large,Sedan,14.9,33367.6
OLDSMOBILE,BRAVADA,272.9,3,6,AUTOMATIC,X,rear wheel drive,4,Midsize,4dr SUV,16.9,34021.4
OLDSMOBILE,CIERA,146.7,3,5.3,AUTOMATIC,X,front wheel drive,4,Midsize,Wagon,12.6,2000
OLDSMOBILE,CUSTOM CRUISER,160,4.4,8,AUTOMATIC,X,rear wheel drive,4,Large,Wagon,15.7,2000
OLDSMOBILE,CUTLASS,153.3,3,6,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,13.6,2045.3
OLDSMOBILE,CUTLASS CALAIS,140,2,4,MANUAL,X,front wheel drive,3,Compact,Coupe,12,2000
OLDSMOBILE,CUTLASS CIERA,145,3,5.2,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,12.9,2000
OLDSMOBILE,CUTLASS SUPREME,160,3,6,AUTOMATIC,X,front wheel drive,2.9,Midsize,Coupe,13.4,2000
OLDSMOBILE,EIGHTY-EIGHT,205,4.4,6,AUTOMATIC,X,front wheel drive,4,Large,Sedan,13.8,2105
OLDSMOBILE,EIGHTY-EIGHT ROYALE,186,4.4,6,AUTOMATIC,X,front wheel drive,4,Large,Sedan,13.8,2000
OLDSMOBILE,INTRIGUE,215,3,6,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,13.6,17359.7
OLDSMOBILE,LSS,220.8,4.4,6,AUTOMATIC,X,front wheel drive,4,Large,Sedan,14.3,2330
OLDSMOBILE,NINETY-EIGHT,195.7,4.4,6,AUTOMATIC,X,front wheel drive,4,Large,Sedan,14.1,2000
OLDSMOBILE,REGENCY,205,4.4,6,AUTOMATIC,X,front wheel drive,4,Large,Sedan,13.8,2042
OLDSMOBILE,SILHOUETTE,185,3,6,AUTOMATIC,X,front wheel drive,4,Midsize,Passenger Minivan,14.2,32803.7
OLDSMOBILE,TORONADO,168.3,4.4,6,AUTOMATIC,X,front wheel drive,2,Large,Coupe,14.7,2000
PLYMOUTH,ACCLAIM,102,2,4,AUTOMATIC,X,front wheel drive,4,Compact,Sedan,11.8,2000
PLYMOUTH,BREEZE,132,3,4,MANUAL,X,front wheel drive,4,Midsize,Sedan,10.2,2000
PLYMOUTH,COLT,108.9,2,4,MANUAL,X,front wheel drive,3.4,Compact,Wagon,10.2,2000
PLYMOUTH,GRAND VOYAGER,155,4.4,6,AUTOMATIC,X,front wheel drive,4,Large,Passenger Minivan,14.3,2135.9
PLYMOUTH,HORIZON,93,2,4,MANUAL,X,front wheel drive,4,Compact,4dr Hatchback,10.7,2000
PLYMOUTH,LASER,154.2,2,4,MANUAL,X,front wheel drive,2,Compact,2dr Hatchback,12.3,2000
PLYMOUTH,NEON,138,2,4,MANUAL,X,front wheel drive,3.3,Compact,Sedan,9.8,3195.4
PLYMOUTH,PROWLER,253,2,6,AUTOMATIC,X,rear wheel drive,2,Compact,Convertible,15.7,28543.7
PLYMOUTH,SUNDANCE,96,2,4,MANUAL,X,front wheel drive,3,Compact,2dr Hatchback,10.6,2000
PLYMOUTH,VOYAGER,153,3,5.2,AUTOMATIC,X,front wheel drive,3.6,Midsize,Passenger Minivan,13.8,2075.1
PONTIAC,6000,132.5,3,5.5,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,13.4,2000
PONTIAC,AZTEK,185,3,6,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,14.3,22688.3
PONTIAC,BONNEVILLE,224.4,4.4,6.4,AUTOMATIC,X,front wheel drive,4,Large,Sedan,13.9,30752.8
PONTIAC,FIREBIRD,265,3,7.2,AUTOMATIC,X,rear wheel drive,2,Midsize,2dr Hatchback,14.5,19644.4
PONTIAC,G3,106,2,4,MANUAL,X,front wheel drive,4,Compact,4dr Hatchback,8.7,14335
PONTIAC,G5,158.3,2,4,MANUAL,X,front wheel drive,2,Compact,Coupe,10.1,17664.2
PONTIAC,G6,210.6,3,5.4,AUTOMATIC,X,front wheel drive,3.1,Midsize,Sedan,12.6,25019.8
PONTIAC,G8,328.6,4.4,7.2,AUTOMATIC,X,rear wheel drive,4,Large,Sedan,15.3,30767
PONTIAC,GRAND AM,164.1,3,5.4,AUTOMATIC,X,front wheel drive,3.3,Midsize,Sedan,12.2,21345.6
PONTIAC,GRAND PRIX,253.6,3,6.8,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,13.8,24986.2
PONTIAC,GTO,383.3,3,8,AUTOMATIC,Z,rear wheel drive,2,Midsize,Coupe,16.4,31793.3
PONTIAC,LE MANS,74,2,4,MANUAL,X,front wheel drive,2.7,Compact,Coupe,9.2,2000
PONTIAC,MONTANA,188.5,3,6,AUTOMATIC,X,front wheel drive,4,Midsize,Passenger Minivan,14.3,27944.1
PONTIAC,MONTANA SV6,198.5,3,6,AUTOMATIC,X,all wheel drive,4,Midsize,Passenger Minivan,15.2,26000
PONTIAC,SOLSTICE,212.9,2,4,MANUAL,Z,rear wheel drive,2,Compact,Convertible,12.5,27140
PONTIAC,SUNBIRD,115.9,2,4.4,MANUAL,X,front wheel drive,2.6,Compact,Coupe,11.1,2000
PONTIAC,SUNFIRE,140,2,4,MANUAL,X,front wheel drive,2,Compact,Coupe,10.3,13371
PONTIAC,TORRENT,216.6,2,6,AUTOMATIC,X,all wheel drive,4,Compact,4dr SUV,14.1,26542
PONTIAC,TRANS SPORT,180,2,6,AUTOMATIC,X,front wheel drive,3.4,Compact,Passenger Minivan,14.6,2020.3
PONTIAC,VIBE,148.7,2,4,MANUAL,X,front wheel drive,4,Compact,4dr Hatchback,10.5,18388.3
PORSCHE,718 CAYMAN,325,2,4,MANUAL,Z,rear wheel drive,2,Compact,Coupe,11.5,60100
PORSCHE,911,426.4,2,6,MANUAL,Z,all wheel drive,2,Compact,Coupe,12.8,123763.8
PORSCHE,928,345,2,8,MANUAL,X,rear wheel drive,2,Compact,2dr Hatchback,21.4,7704.3
PORSCHE,944,208,2,4,MANUAL,X,rear wheel drive,2,Compact,2dr Hatchback,15.7,3093.8
PORSCHE,968,236,2,4,MANUAL,X,rear wheel drive,2,Compact,Convertible,15.7,4643
PORSCHE,BOXSTER,300,2.4,6,MANUAL,Z,rear wheel drive,2,Compact,Convertible,9.6,61412.5
PORSCHE,CARRERA GT,605,2,10,MANUAL,Z,rear wheel drive,2,Compact,Convertible,26.1,440000
PORSCHE,CAYENNE,422.9,3.4,6.7,AUTOMATIC,Z,all wheel drive,4,Midsize,4dr SUV,12,94385.7
PORSCHE,CAYMAN,310,2.4,6,MANUAL,Z,rear wheel drive,2,Compact,Coupe,9.6,62487.5
PORSCHE,CAYMAN S,295,2.9,6,MANUAL,Z,rear wheel drive,2,Compact,Coupe,10.2,58900
PORSCHE,MACAN,354,2,5.8,AUTOMATED_MANUAL,Z,all wheel drive,4,Midsize,4dr SUV,11,61725
PORSCHE,PANAMERA,437.3,3.3,6.9,AUTOMATED_MANUAL,Z,all wheel drive,4,Large,Sedan,10.6,123340.9
ROLLS-ROYCE,CORNICHE,325,4.4,8,AUTOMATIC,Z,rear wheel drive,2,Large,Convertible,23.5,359990
ROLLS-ROYCE,DAWN,563,6.6,12,AUTOMATIC,Z,rear wheel drive,2,Large,Convertible,17,335000
ROLLS-ROYCE,GHOST,563,6.6,12,AUTOMATIC,Z,rear wheel drive,4,Large,Sedan,16.6,276525
ROLLS-ROYCE,GHOST SERIES II,563,4.4,12,AUTOMATIC,Z,rear wheel drive,4,Large,Sedan,18.1,307831.2
ROLLS-ROYCE,PARK WARD,322,4.4,12,AUTOMATIC,Z,rear wheel drive,4,Large,Sedan,21.4,261445
ROLLS-ROYCE,PHANTOM,453,6.7,12,AUTOMATIC,Z,rear wheel drive,4,Large,Sedan,16.8,445959.2
ROLLS-ROYCE,PHANTOM COUPE,453,6.7,12,AUTOMATIC,Z,rear wheel drive,2,Large,Coupe,17.2,440466.7
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,453,6.7,12,AUTOMATIC,Z,rear wheel drive,2,Large,Convertible,17.2,482125
ROLLS-ROYCE,SILVER SERAPH,322,4.4,12,AUTOMATIC,Z,rear wheel drive,4,Large,Sedan,21.4,224945
ROLLS-ROYCE,WRAITH,624,6.6,12,AUTOMATIC,Z,rear wheel drive,2,Large,Coupe,16.1,294425
SAAB,9-2X,198.8,2,4,MANUAL,Z,all wheel drive,4,Compact,Wagon,12.7,24970
SAAB,09-mar,215.7,2,4.2,AUTOMATIC,Z,front wheel drive,3.5,Compact,Sedan,12.8,37603.3
SAAB,9-3 GRIFFIN,220,2,4,AUTOMATIC,Z,front wheel drive,3.3,Compact,Sedan,12.3,36581.1
SAAB,9-4X,272,3,6,AUTOMATIC,Z,all wheel drive,4,Midsize,4dr SUV,13.8,38952
SAAB,09-may,263.6,3,4.5,AUTOMATIC,Z,front wheel drive,4,Midsize,Sedan,13.6,42925.9
SAAB,9-7X,317.5,3,7.2,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,17.8,43393.1
SAAB,900,173.3,2,4.3,MANUAL,X,front wheel drive,2.7,Compact,4dr Hatchback,13.3,2025.1
SAAB,9000,203.5,3,4.4,MANUAL,X,front wheel drive,4,Midsize,4dr Hatchback,13.4,2058.6
SCION,FR-S,200,2,4,AUTOMATIC,Z,rear wheel drive,2,Compact,Coupe,9,27517.5
SCION,IA,106,2,4,AUTOMATIC,X,front wheel drive,4,Compact,Sedan,7.4,16250
SCION,IM,137,1.8,4,AUTOMATIC,X,front wheel drive,4,Compact,4dr Hatchback,7.6,18830
SCION,IQ,94,1.3,4,AUTOMATIC,X,front wheel drive,2,Compact,2dr Hatchback,6.3,16168.8
SCION,TC,179,2.5,4,AUTOMATIC,X,front wheel drive,2,Compact,2dr Hatchback,9,21546.4
SCION,XA,106.3,2,4,AUTOMATIC,X,front wheel drive,4,Compact,4dr Hatchback,8.7,12996.7
SCION,XB,158,2.4,4,AUTOMATIC,X,front wheel drive,4,Compact,Wagon,9.9,18444.5
SCION,XD,128,1.8,4,AUTOMATIC,X,front wheel drive,4,Compact,4dr Hatchback,8,16683
SPYKER,C8,400,2,8,MANUAL,Z,rear wheel drive,2,Compact,Coupe,18.1,213323.3
SUBARU,B9 TRIBECA,248,3,6,AUTOMATIC,Z,all wheel drive,4,Midsize,4dr SUV,14.7,34088.3
SUBARU,BAJA,192,2,4,AUTOMATIC,Z,all wheel drive,4,Compact,Crew Cab Pickup,13.5,24398.3
SUBARU,BRZ,201.2,2,4,MANUAL,Z,rear wheel drive,2,Compact,Coupe,9.1,27685.8
SUBARU,CROSSTREK,150.4,2,4,AUTOMATIC,X,all wheel drive,4,Compact,4dr SUV,9.2,24175
SUBARU,FORESTER,190,3,4,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,10,27336.7
SUBARU,IMPREZA,149.4,2,4,AUTOMATIC,X,all wheel drive,4,Compact,4dr Hatchback,8.6,21168.5
SUBARU,IMPREZA WRX,278.3,2,4,MANUAL,Z,all wheel drive,4,Compact,Sedan,12.9,30656.1
SUBARU,JUSTY,72.3,2,3,MANUAL,X,front wheel drive,2.8,Compact,2dr Hatchback,8.9,2000
SUBARU,LEGACY,187.8,3,4.3,AUTOMATIC,X,all wheel drive,4,Midsize,Sedan,9.5,25370.8
SUBARU,LOYALE,90,2,4,MANUAL,X,four wheel drive,4,Compact,Wagon,11,2000
SUBARU,OUTBACK,191.2,3,4.4,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,9.8,29622.2
SUBARU,SVX,230,2,6,AUTOMATIC,X,all wheel drive,2,Compact,Coupe,15.7,2280.8
SUBARU,TRIBECA,256,3,6,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,14.7,33155
SUBARU,WRX,282.8,2.2,4,MANUAL,Z,all wheel drive,4,Compact,Sedan,11.1,32863
SUBARU,XT,129,2,5.3,MANUAL,X,front wheel drive,2,Compact,Coupe,12.6,2000
SUBARU,XV CROSSTREK,151.4,2,4,AUTOMATIC,X,all wheel drive,4,Compact,4dr SUV,9.1,24395
SUZUKI,AERIO,155,2,4,AUTOMATIC,X,front wheel drive,4,Compact,Sedan,10.9,15918.4
SUZUKI,EQUATOR,223.1,2,5.3,AUTOMATIC,X,rear wheel drive,4,Compact,Extended Cab Pickup,14.7,24512.6
SUZUKI,ESTEEM,121.1,2,4,AUTOMATIC,X,front wheel drive,4,Compact,Wagon,9.8,13295.9
SUZUKI,FORENZA,126.8,2,4,AUTOMATIC,X,front wheel drive,4,Compact,Sedan,12.3,15575.5
SUZUKI,GRAND VITARA,166,2,4,AUTOMATIC,X,rear wheel drive,4,Compact,4dr SUV,12.4,22762.9
SUZUKI,KIZASHI,181.1,3,4,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,10.6,23994.3
SUZUKI,RENO,126.6,2,4,AUTOMATIC,X,front wheel drive,4,Compact,4dr Hatchback,12.1,14647
SUZUKI,SAMURAI,66,2,4,MANUAL,X,four wheel drive,2,Compact,Convertible SUV,9.8,2000
SUZUKI,SIDEKICK,104.8,2,4,MANUAL,X,four wheel drive,3.4,Compact,4dr SUV,11.6,2022.2
SUZUKI,SWIFT,79,2,4,MANUAL,X,front wheel drive,2,Compact,2dr Hatchback,7.9,6642.3
SUZUKI,SX4,148.9,2,4,AUTOMATIC,X,front wheel drive,4,Compact,4dr Hatchback,10.3,17608.7
SUZUKI,VERONA,155,3,6,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,13.5,19221.2
SUZUKI,VITARA,136.5,2,4.5,MANUAL,X,four wheel drive,3.2,Compact,4dr SUV,12.3,17474
SUZUKI,X-90,95,2,4,MANUAL,X,four wheel drive,2,Compact,2dr SUV,10.7,2000
SUZUKI,XL-7,185,3,6,AUTOMATIC,X,rear wheel drive,4,Midsize,4dr SUV,15.3,23688.7
SUZUKI,XL7,252,3,6,AUTOMATIC,X,front wheel drive,4,Midsize,4dr SUV,14.8,27013.8
TOYOTA,4RUNNER,270,3,6,AUTOMATIC,X,four wheel drive,4,Midsize,4dr SUV,13.8,38221.3
TOYOTA,86,202.5,2,4,AUTOMATIC,Z,rear wheel drive,2,Compact,Coupe,9.3,26615
TOYOTA,AVALON,268,3.5,6,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,9.6,36230.3
TOYOTA,AVALON HYBRID,200,3,4,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,5.9,39018.9
TOYOTA,CAMRY,206.4,3,4.6,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,8.5,26952.9
TOYOTA,CAMRY HYBRID,200,3,4,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,5.8,28290.6
TOYOTA,CAMRY SOLARA,186.9,3,5.1,AUTOMATIC,X,front wheel drive,2,Midsize,Coupe,12.1,24342.3
TOYOTA,CELICA,160,2,4,AUTOMATIC,Z,front wheel drive,2,Compact,2dr Hatchback,10.4,20725
TOYOTA,COROLLA,133.9,1.8,4,AUTOMATIC,X,front wheel drive,4,Compact,Sedan,7.4,20221.2
TOYOTA,COROLLA IM,137,1.8,4,AUTOMATIC,X,front wheel drive,4,Compact,4dr Hatchback,7.7,19120
TOYOTA,CRESSIDA,190,3,6,AUTOMATIC,X,rear wheel drive,4,Midsize,Sedan,13.8,2000
TOYOTA,ECHO,108,2,4,AUTOMATIC,X,front wheel drive,3,Compact,Coupe,8.1,11016.7
TOYOTA,FJ CRUISER,260,3,6,AUTOMATIC,X,four wheel drive,4,Midsize,4dr SUV,14.6,27865
TOYOTA,HIGHLANDER,262.3,3.3,5.8,AUTOMATIC,X,front wheel drive,4,Midsize,4dr SUV,10.6,37219.8
TOYOTA,HIGHLANDER HYBRID,280,3,6,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,8.7,48939.2
TOYOTA,LAND CRUISER,381,3,8,AUTOMATIC,X,four wheel drive,4,Midsize,4dr SUV,18.1,82768.3
TOYOTA,MATRIX,147.6,2,4,AUTOMATIC,X,front wheel drive,4,Compact,4dr Hatchback,10.4,20310.3
TOYOTA,MR2,167.5,2,4,MANUAL,X,rear wheel drive,2,Compact,Coupe,12.7,2138.7
TOYOTA,MR2 SPYDER,138,2,4,AUTOMATED_MANUAL,X,rear wheel drive,2,Compact,Convertible,10.3,25395
TOYOTA,PASEO,94.8,2,4,MANUAL,X,front wheel drive,2,Compact,Coupe,9.2,2044.5
TOYOTA,PICKUP,134.3,2,5.1,MANUAL,X,four wheel drive,2,Compact,Extended Cab Pickup,14.5,2273.9
TOYOTA,PREVIA,155.2,2,4,AUTOMATIC,X,all wheel drive,3,Compact,Passenger Minivan,15.3,2200.2
TOYOTA,PRIUS,125.3,1.8,4,AUTOMATIC,X,front wheel drive,4,Compact,4dr Hatchback,4.6,26908.6
TOYOTA,PRIUS C,99,1.5,4,AUTOMATIC,X,front wheel drive,4,Compact,4dr Hatchback,4.9,21377.7
TOYOTA,PRIUS PRIME,121,2,4,AUTOMATIC,X,front wheel drive,4,Compact,4dr Hatchback,4.3,29666.7
TOYOTA,PRIUS V,134,1.8,4,AUTOMATIC,X,front wheel drive,4,Midsize,Wagon,5.7,28841.2
TOYOTA,RAV4,176,2.5,4,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,8.6,28789.2
TOYOTA,RAV4 EV,154,3,0,DIRECT_DRIVE,X,front wheel drive,4,Midsize,4dr SUV,3,49800
TOYOTA,RAV4 HYBRID,194,3,4,AUTOMATIC,X,all wheel drive,4,Midsize,4dr SUV,6.9,31445
TOYOTA,SEQUOIA,381,4.4,8,AUTOMATIC,X,four wheel drive,4,Large,4dr SUV,18.1,55687.8
TOYOTA,SIENNA,276,3.5,6,AUTOMATIC,X,front wheel drive,4,Large,Passenger Minivan,11.1,37672.8
TOYOTA,SUPRA,270.8,2,6,MANUAL,X,rear wheel drive,2,Compact,Coupe,14.9,19738
TOYOTA,T100,182,4.4,5.6,MANUAL,X,rear wheel drive,2,Large,Extended Cab Pickup,15.2,2861.2
TOYOTA,TACOMA,240.5,3.1,5.5,AUTOMATIC,X,four wheel drive,4,Compact,Crew Cab Pickup,11.4,30318.4
TOYOTA,TERCEL,93,2,4,MANUAL,X,front wheel drive,2.6,Compact,Coupe,8.5,2028.7
TOYOTA,TUNDRA,371.9,5.2,8,AUTOMATIC,X,four wheel drive,3.8,Large,Extended Cab Pickup,15,37844.2
TOYOTA,VENZA,229.3,3.1,5.1,AUTOMATIC,X,all wheel drive,4,Midsize,Wagon,10.6,33031.9
TOYOTA,YARIS,106,1.5,4,AUTOMATIC,X,front wheel drive,3.1,Compact,4dr Hatchback,6.8,16463.8
TOYOTA,YARIS IA,106,2,4,AUTOMATIC,X,front wheel drive,4,Compact,Sedan,7.6,16500
VOLKSWAGEN,BEETLE,183.3,2,4,MANUAL,X,front wheel drive,2,Compact,2dr Hatchback,8.8,26100.9
VOLKSWAGEN,BEETLE CONVERTIBLE,186.3,2,4.1,AUTOMATIC,Z,front wheel drive,2,Compact,Convertible,8.9,30492
VOLKSWAGEN,CABRIO,115,2,4,MANUAL,X,front wheel drive,2,Compact,Convertible,11.4,18592.2
VOLKSWAGEN,CABRIOLET,94,2,4,MANUAL,X,front wheel drive,2,Compact,Convertible,10.8,2000
VOLKSWAGEN,CC,205,2,4.1,AUTOMATED_MANUAL,Z,front wheel drive,4,Midsize,Sedan,9.5,35854.4
VOLKSWAGEN,CORRADO,173,2,5.5,MANUAL,X,front wheel drive,2,Compact,2dr Hatchback,14.3,2000
VOLKSWAGEN,E-GOLF,115,2,,DIRECT_DRIVE,X,front wheel drive,4,Compact,4dr Hatchback,1.9,33371.2
VOLKSWAGEN,EOS,200,2,4,AUTOMATED_MANUAL,Z,front wheel drive,2,Compact,Convertible,9.6,38063.6
VOLKSWAGEN,EUROVAN,201,4.4,6,AUTOMATIC,Z,front wheel drive,3,Large,Passenger Minivan,15.7,26950
VOLKSWAGEN,FOX,81,2,4,MANUAL,X,front wheel drive,2.9,Compact,Coupe,10.7,2000
VOLKSWAGEN,GLI,200,3,4,AUTOMATED_MANUAL,Z,front wheel drive,4,Midsize,Sedan,10.6,25538.4
VOLKSWAGEN,GOLF,165.6,1.7,4,AUTOMATIC,X,front wheel drive,3.5,Compact,4dr Hatchback,7.9,22647.2
VOLKSWAGEN,GOLF ALLTRACK,170,1.8,4,AUTOMATED_MANUAL,X,all wheel drive,4,Compact,Wagon,9.5,29130
VOLKSWAGEN,GOLF GTI,215.2,2,4,AUTOMATED_MANUAL,Z,front wheel drive,3.3,Compact,4dr Hatchback,8.5,28791.6
VOLKSWAGEN,GOLF R,292,2,4,AUTOMATED_MANUAL,Z,all wheel drive,4,Compact,4dr Hatchback,9.5,37723.5
VOLKSWAGEN,GOLF SPORTWAGEN,163.7,1.7,4,AUTOMATIC,X,front wheel drive,4,Compact,Wagon,8,26127.1
VOLKSWAGEN,GTI,200,2,4,AUTOMATED_MANUAL,Z,front wheel drive,3.2,Compact,4dr Hatchback,10.5,28037.9
VOLKSWAGEN,JETTA,171.7,1.7,4,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,8,23953.5
VOLKSWAGEN,JETTA GLI,207.3,2,4,AUTOMATED_MANUAL,Z,front wheel drive,4,Midsize,Sedan,8.7,27350
VOLKSWAGEN,JETTA HYBRID,170,1.4,4,AUTOMATED_MANUAL,Z,front wheel drive,4,Midsize,Sedan,5.3,28479.4
VOLKSWAGEN,JETTA SPORTWAGEN,157.1,2,4.6,AUTOMATIC,X,front wheel drive,4,Compact,Wagon,9,25284.8
VOLKSWAGEN,NEW BEETLE,150,2,5,AUTOMATIC,X,front wheel drive,2,Compact,2dr Hatchback,11.8,21973.6
VOLKSWAGEN,PASSAT,178,2.4,4.2,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,9.2,27465.9
VOLKSWAGEN,PHAETON,385.7,4.4,10.2,AUTOMATIC,Z,all wheel drive,4,Large,Sedan,19,83318.2
VOLKSWAGEN,R32,245,2,6,AUTOMATED_MANUAL,Z,all wheel drive,2,Compact,2dr Hatchback,13.4,31045
VOLKSWAGEN,RABBIT,162.7,2,5,AUTOMATIC,X,front wheel drive,2.9,Compact,2dr Hatchback,11.6,17080.9
VOLKSWAGEN,ROUTAN,260.7,3.6,6,AUTOMATIC,X,front wheel drive,4,Midsize,Passenger Minivan,12.1,35601.2
VOLKSWAGEN,TIGUAN,200,2,4,AUTOMATIC,Z,all wheel drive,4,Compact,4dr SUV,10.5,31651
VOLKSWAGEN,TOUAREG,272.2,3.6,6,AUTOMATIC,Z,all wheel drive,4,Midsize,4dr SUV,12.4,54166.7
VOLKSWAGEN,TOUAREG 2,298.5,3,7.3,AUTOMATIC,D,all wheel drive,4,Midsize,4dr SUV,16.6,47838.3
VOLKSWAGEN,VANAGON,90,4.4,4,MANUAL,X,rear wheel drive,3,Large,Passenger Minivan,15.2,2000
VOLVO,240,114,3,4,MANUAL,X,rear wheel drive,4,Midsize,Sedan,12.5,2000
VOLVO,740,133.9,3,4,AUTOMATIC,X,rear wheel drive,4,Midsize,Wagon,13,2000
VOLVO,760,156,3,4.7,AUTOMATIC,X,rear wheel drive,4,Midsize,Sedan,15,2000
VOLVO,780,166,3,5,AUTOMATIC,X,rear wheel drive,2,Midsize,Coupe,15.2,2000
VOLVO,850,202.9,3,5,AUTOMATIC,X,front wheel drive,4,Midsize,Sedan,13.4,2003.5
VOLVO,940,138,3,4,AUTOMATIC,X,rear wheel drive,4,Midsize,Sedan,13.8,2000
VOLVO,960,181,3,6,AUTOMATIC,X,rear wheel drive,4,Midsize,Sedan,15,2000
VOLVO,C30,227,2,5,MANUAL,Z,front wheel drive,2,Compact,2dr Hatchback,11.2,26258.3
VOLVO,C70,227,2,5,AUTOMATIC,Z,front wheel drive,2,Compact,Convertible,12.6,40533.3
VOLVO,COUPE,188,3,4,AUTOMATIC,X,rear wheel drive,2,Midsize,Coupe,13.8,2000
VOLVO,S40,212.2,2,5,AUTOMATIC,Z,front wheel drive,4,Compact,Sedan,11.7,30287.5
VOLVO,S60,273.9,2.5,4.6,AUTOMATIC,X,all wheel drive,4,Midsize,Sedan,9.7,40721.4
VOLVO,S60 CROSS COUNTRY,240,3,4,AUTOMATIC,X,all wheel drive,4,Midsize,Sedan,10.7,44200
VOLVO,S70,191.6,3,5,MANUAL,X,front wheel drive,4,Midsize,Sedan,13.4,2317.9
